date,gpr_value,gpr_diff,gpr_pct_change,method,start_date,end_date,duration_days,identified_event,identification_method,Event_Name,Wiki_Content,Detected_Locations,Wiki_Scraped_Date,Has_Armed_Conflicts
2018-04-12,296.5214233398437,194.02861022949213,189.3094787247045,spike,,,,GPR Event 2018-04-12,auto_detected,Poisoning of Sergei and Yulia Skripal,"• Poisoning of Sergei and Yulia Skripal
   - The Organisation for the Prohibition of Chemical Weapons states it agrees with UK authorities on their analysis of the identity of the toxic chemical used against the Skripals. The UK identifies the substance as a Novichok nerve agent , of a type developed by Russia. (BBC) (OPCW)

• 2018 Gaza border protests
   - A further two Palestinian protestors die, bringing the death toll at the Israeli - Gazan border to 34 since March 30. (al-Jazeera)
   - Adalah and Al Mezan say Gazan doctors had to amputate the legs of two young protestors wounded by Israeli fire after Israel refused permission for their transfer to Ramallah in the West Bank for treatment. Israel says the men were refused transfers because they were involved in violence. ( The Times of Israel )
   - Egypt , citing humanitarian reasons, opens the Rafah border crossing between Gaza and the Egyptian Sinai Peninsula for three days. ( The Times of Israel )
   - The 9th International Conference on the Holy City of Jerusalem begins, with Israel denying access to the Palestinian Authority -hosted conference to a number of foreign invitees including a party of thirteen Indians , two buses containing academics, and Ghanan MP Ras Mubarak . Israel's ambassador to Ghana denies ever issuing Mubarak with permission to enter the Occupied Palestinian Territories , calling Mubarak a ""propaganda machine"" and claims it's a ""complete lie"". (al-Jazeera)

• Syrian Civil War
   - Siege of Eastern Ghouta Syrian government fighters remove the last rebels from Douma , completing the Syrian government's recapture of former rebel stronghold Eastern Ghouta. (al-Jazeera)
   - Syrian government fighters remove the last rebels from Douma , completing the Syrian government's recapture of former rebel stronghold Eastern Ghouta. (al-Jazeera)

• Right-wing terrorism in the United Kingdom
   - The High Court in Glasgow sentences Banff resident Connor Ward to life in prison with a minimum term of six years for plotting an anti-Islamic terror attack against mosques in Aberdeen . ( The Press and Journal )
   - Two serving soldiers are cleared of terror offences related to banned neo-Nazi group National Action . A civilian is convicted. (BBC) (BBC) ( Birmingham Mail )

• Unidentified militants attack Kuru-kuru and Jarkuka in Zamfara , Nigeria , killing dozens. ( The Punch )

• Ex- MI5 agent Jeremy Fleming gives his first public speech as head of GCHQ , revealing the United Kingdom launched a ""major offensive cyber-campaign"" against Islamic State . He also criticises Russia for actions such as launching the NotPetya virus and the poisoning of Yulia and Sergei Skripal , both actions Russia denies involvement in. (BBC)","Egypt, Gaza, Ghana, Israel, Jerusalem, Nigeria, Russia, Sinai, United Kingdom, West Bank",2018-04-12,True
2018-05-23,179.17031860351562,97.31907653808594,118.8974951171684,spike,,,,GPR Event 2018-05-23,auto_detected,Syrian Civil War,"• Syrian Civil War
   - Southern Damascus offensive (April–May 2018) Syrian government forces declare Damascus and its surroundings ""completely safe"" for the first time since 2011, after taking Yarmouk Camp and Hajar al-Aswad from ISIL . (CBS News)
   - Syrian government forces declare Damascus and its surroundings ""completely safe"" for the first time since 2011, after taking Yarmouk Camp and Hajar al-Aswad from ISIL . (CBS News)

• Kha Maung Seik massacre
   - Amnesty International releases a report claiming it has evidence that ARSA insurgents massacred nearly 100 Hindus in the village of Kha Maung Seik on August 25, 2017, the same day ARSA attacked security forces in Myanmar 's Rakhine State . (BBC News)

• Israel announces it is the first country to use the new F-35 Lightning II fighter jet in combat operations. (BBC News) ( Business Insider )","Damascus, Israel, Myanmar",2018-05-22,True
2018-07-23,161.70819091796875,107.60847091674805,198.90763004747524,spike,,,,GPR Event 2018-07-23,auto_detected,War in Afghanistan (2001–2021),"• War in Afghanistan (2001–2021)
   - An ISIL suicide bomber kills 14 people and wounds over 60 others at a police checkpoint near Hamid Karzai International Airport . The attack coincides with Afghan Vice President Abdul Rashid Dostum returning to Afghanistan after more than a year in exile in Turkey . Dostum and his entourage are unhurt. ( The Wall Street Journal )

• Yemeni Civil War (2015–present)
   - A suspected U.S. drone strike kills four alleged al-Qaeda militants in Ma'rib . (AP)

• 2018 Toronto shooting
   - A mass shooting in Toronto , Ontario , Canada , occurs, leaving two people dead and 13 others injured. The shooter is found dead nearby after exchanging gunfire with police and fleeing. (AP)","Afghanistan, Canada, Turkey",2018-07-22,True
2018-11-13,142.2847900390625,99.5419807434082,232.8859108320911,spike,,,,GPR Event 2018-11-13,auto_detected,Gaza–Israel clashes (November 2018),"• Gaza–Israel clashes (November 2018)
   - Israel and Hamas exchange missile fire with 300 rockets being launched from Gaza within the span of three hours. ( The New York Times )
   - The Israeli Air Force bombs Hamas -run Al-Aqsa TV 's headquarters in Gaza City . (Reuters)
   - A rocket fired from Gaza strikes an apartment building in Ashkelon , killing a man and injuring two others. The victim was a middle aged Palestinian illegal immigrant from Hebron . This is the first person killed on Israeli soil due to Palestinian rocket fire since 2014. ( Ynetnews )","Gaza, Israel",2018-11-12,True
2019-01-02,189.860595703125,106.11590576171875,126.71359322718251,spike,,,,GPR Event 2019-01-02,auto_detected,War in Afghanistan,"• War in Afghanistan
   - The Taliban kills 27 members of the Afghan National Security Forces in a series of coordinated attacks in northern Afghanistan after refusing to discuss peace in the region with government officials. ( The New York Times )

• War in North-West Pakistan
   - Tehrik-i-Taliban Pakistan gunmen attack a security base in the Loralai area of Pakistan , resulting in the deaths of four security guards and four terrorists, including a suicide bomber . Two guards were also injured in the attack. (Channel NewsAsia)","Afghanistan, Pakistan",2019-01-01,True
2019-05-02,186.33192443847656,124.81280899047852,202.88459624550757,spike,,,,GPR Event 2019-05-02,auto_detected,"A propaganda video featuring Islamic State of Iraq and the Levant leader Abu Bakr al-Baghdadi is released, in which he references the 2019 Sri Lanka Easter bombings , indicating that he is still alive and that the video was shot very recently.","• A propaganda video featuring Islamic State of Iraq and the Levant leader Abu Bakr al-Baghdadi is released, in which he references the 2019 Sri Lanka Easter bombings , indicating that he is still alive and that the video was shot very recently. It is the first time he's been seen on video since July 2014, when he addressed a crowd at the now destroyed Great Mosque of al-Nuri in Mosul . (Al Jazeera)

• Syrian Civil War
   - Hayat Tahrir al-Sham (HTS)  militants assault several Syrian Army positions in the northern Aleppo Governorate , killing 17 soldiers and wounding 30 others. HTS say the attacks were in response to recent Syrian government and Russian airstrikes on rebel-held areas. (Al Jazeera)

• Terrorism in the United States
   - A US Army veteran was planning to bomb a white nationalist rally in retribution for the shooting in New Zealand . He was also planning attacks on Jews . (BBC News) (CNN)","Aleppo, Iraq, Mosul, United States",2019-04-29,True
2019-06-14,192.6398468017578,77.97403717041016,68.00112206166588,spike,,,,GPR Event 2019-06-14,auto_detected,June 2019 Gulf of Oman incident,"• June 2019 Gulf of Oman incident
   - An unnamed United States official claims that, just prior to the attack on two merchant vessels, an Iranian vessel launched a surface to air missile at a MQ-9 Reaper drone in the vicinity of the attack. An additional MQ-9 Reaper is reported to have been shot down by Houthi rebels several days prior in the Red Sea . (CNN)
   - The president of the Japanese shipping company  offers a different account of the attack than that provided by the United States. Yutaka Katada says the Filipino crew of the Kokuka Courageous oil tanker said their vessel was apparently first hit by an artillery shell rather than a mine. The United States said the tanker was attacked by limpet mines and released a video it says shows Iranian special forces removing an unexploded mine from the oil tanker's side. ( The Washington Post ) (BBC News)
   - A U.S. official says Iranian Navy gunboats are preventing the damaged Norwegian-owned Front Altair oil tanker from being towed away by two private tugboats in the Gulf of Oman . (Reuters)
   - United Nations Secretary-General António Guterres calls for an independent investigation to establish the facts and responsibility for the oil tankers attacks in the Gulf of Oman. (Reuters)",United States,2019-06-14,True
2019-08-06,270.9353332519531,167.41759490966797,161.7284125316722,spike,,,,GPR Event 2019-08-06,auto_detected,War in Donbass,"• War in Donbass
   - Four Ukrainian Ground Forces soldiers are killed in an attack by pro- Russian separatists , near the village of Pavlopil in the war-torn eastern Donetsk Oblast . (RFE/RL)",Donetsk,2019-08-06,True
2019-09-16,178.9195556640625,108.35106658935547,153.54029540670777,spike,,,,GPR Event 2019-09-16,auto_detected,"2019 Abqaiq–Khurais attack , Iran–Saudi Arabia proxy conflict , Iran–United States relations","• 2019 Abqaiq–Khurais attack , Iran–Saudi Arabia proxy conflict , Iran–United States relations
   - Iran says the accusations about the Saudi Arabian oil facilities attacks are unacceptable and baseless. (Al Arabiya English)
   - Iraq says the United States has told them that the information the U.S. has ""confirms the Iraqi government's statement that its territory was not used to carry out this attack"". (Reuters)
   - Saudi Arabia says Iranian weapons were used in the attacks. (Swissinfo)","Iran, Iraq, Saudi Arabia, United States",2019-09-16,True
2019-11-13,160.1495819091797,97.73888778686523,156.60599383066221,spike,,,,GPR Event 2019-11-13,auto_detected,War in Afghanistan,"• War in Afghanistan
   - November 2019 Kabul bombing A suicide car bomb kills 12 people and injures 20 others near the Interior Ministry in Kabul , Afghanistan . (Al Jazeera) (Yahoo! News)
   - A suicide car bomb kills 12 people and injures 20 others near the Interior Ministry in Kabul , Afghanistan . (Al Jazeera) (Yahoo! News)

• Terrorism in Indonesia
   - A suicide bomber kills himself and injures six other people when he detonates near police headquarters in Medan , Indonesia . (Deutsche Welle)

• Gaza–Israel conflict ; Gaza–Israel clashes (November 2019)
   - Israeli airstrikes leave 22 Palestinians (20 militants and 2 civilians) dead and dozens injured. ( Haaretz )
   - More than 200 rockets are fired into Israel from Gaza . ( New York Post )
   - An Islamic Jihad rocket commander and five relatives are killed in an Israeli airstrike. ( The Times of Israel )

• Islamist insurgency in Mozambique , Mozambique–Tanzania relations
   - Jihadists kill six civilians and injure seven in a village near the Mozambique – Tanzania border. All the victims are Tanzanian nationals, while the terrorists are identified as Mozambicans. (News24)

• Crime in Poland
   - Two people are arrested in Poland for planning to kill Muslims in an attack inspired by the 2011 Utoya/Oslo attacks by Norwegian mass murderer Anders Behring Breivik , and the Christchurch, New Zealand mosque shootings . (Reuters)","Afghanistan, Gaza, Indonesia, Israel, Kabul, Poland, Tanzania",2019-11-13,True
2020-01-09,394.46002197265625,213.85459899902344,118.40984366800811,spike,,,,GPR Event 2020-01-09,auto_detected,Battle of Chinagodrar,"• Battle of Chinagodrar
   - Islamist militants kill over 25 Nigerien soldiers in an attack on an army base in Tillabéri Region , Niger . 63 militants are also killed in the ensuing shootout . ( The Punch ) (Reuters)

• Ukraine International Airlines Flight 752
   - U.S. , Canadian , British and Iraqi officials say they believe the plane crash near Tehran in which 176 were killed yesterday was likely caused accidentally by an Iranian anti-aircraft missile , while Iran says it was due to "" mechanical failure "". ( Newsweek ) (NPR) (Reuters)
   - The New York Times releases a verified video obtained from an Iranian citizen showing the plane being struck by what appears to be a surface-to-air missile . ( The New York Times )
   - In a news conference, Canadian Prime Minister Justin Trudeau says it's ""too early to draw definitive conclusions"" that the downing of the plane was an "" act of war "". Trudeau also condemns Iran's attack on U.S. bases in Iraq. ( National Post )","Iran, Iraq, Tehran, Ukraine",2020-01-09,True
2020-05-18,135.0965576171875,89.27957534790039,194.86131762926675,spike,,,,GPR Event 2020-05-18,auto_detected,Second Libyan Civil War,"• Second Libyan Civil War
   - 2019–20 Western Libya offensive Turkish -backed GNA forces capture the strategic al-Watiya airbase from forces loyal to Khalifa Haftar , and seize a Russian Pantsir missile system . (Al Jazeera) (Libyan Express)
   - Turkish -backed GNA forces capture the strategic al-Watiya airbase from forces loyal to Khalifa Haftar , and seize a Russian Pantsir missile system . (Al Jazeera) (Libyan Express)

• War in Afghanistan ; May 2020 Afghanistan attacks
   - A car bombing at an intelligence agency installation in the central province of Ghazni kills at least seven people and wounds another 40. The Taliban claims responsibility. (Reuters)","Afghanistan, Libya",2020-05-18,True
2020-06-22,131.45111083984375,77.62800216674805,144.22801670233437,spike,,,,GPR Event 2020-06-22,auto_detected,2020 Forbury Gardens stabbings,"• 2020 Forbury Gardens stabbings
   - The fatal mass stabbing yesterday at Forbury Gardens in Reading, United Kingdom , is declared by the police to have been a terrorist attack. (BBC News)

• Yemeni Civil War
   - Forces of the Southern Transitional Council (STC) seize control of the island of Socotra . President Abdrabbuh Mansur Hadi condemns it as a ""full-fledged"" coup , while the governor of the island condemns the United Arab Emirates and Saudi Arabia for ""turning a blind eye"". (Reuters)

• Afghan peace process
   - The Afghan government accuses the Taliban of kidnapping about 60 civilians in the last week in the province of Daykundi . The Taliban deny the accusation and blames the government for civilian casualties during the past week. At least 26 women and children have been freed and elder tribal leaders are mediating for the release of the rest of abductees. (Reuters)

• Somali Civil War
   - Two bombs explode in front of a military official's house in Wanlaweyn , killing four people. In another attack, in Galmudug , three men drove a car packed with bombs against a checkpoint after ignoring orders to stop, killing three soldiers. (Al Jazeera)

• Second Libyan Civil War , Egypt–Libya relations
   - The Government of National Accord 's Presidential Council says Egyptian president Abdel Fattah el-Sisi 's threats to take military action in Libya constitutes ""a declaration of war"" on the country. ( The Libya Observer )","Egypt, Libya, Saudi Arabia, United Arab Emirates, United Kingdom",2020-06-21,True
2020-08-06,112.36660766601562,78.56489562988281,232.42874664425216,spike,,,,GPR Event 2020-08-06,auto_detected,"Saudi Arabian-led intervention in Yemen , Saudi Arabian–Yemeni border conflict","• Saudi Arabian-led intervention in Yemen , Saudi Arabian–Yemeni border conflict
   - Saudi state news agency SPA says Saudi Armed Forces shot down an explosive-laden drone launched against Saudi territory from Al Hudaydah Governorate , on Yemen 's Red Sea coast. The Houthis report a Saudi air strike on Saada Governorate . (Reuters)",Yemen,2020-08-06,True
2020-09-10,145.2469482421875,97.92455291748047,206.9306767875168,spike,,,,GPR Event 2020-09-10,auto_detected,Kivu conflict,"• Kivu conflict
   - 2020 Democratic Republic of the Congo massacres Allied Democratic Forces militants attack a village in Ituri , Democratic Republic of the Congo , killing 35 people. It is the second attack in the town in two days. The terrorists assaulted civilians with knives and firearms and destroyed the village. (France24)
   - Allied Democratic Forces militants attack a village in Ituri , Democratic Republic of the Congo , killing 35 people. It is the second attack in the town in two days. The terrorists assaulted civilians with knives and firearms and destroyed the village. (France24)

• Somali Civil War
   - Three people are killed and seven others injured after an al-Shabaab suicide bomber blew himself up at a restaurant in Mogadishu , Somalia . (Al Jazeera)

• Mali War
   - Four Malian soldiers are killed in an attack in Alatona , by suspected Islamist militants. ( Manila Times )

• Second Saudi–Yemeni War
   - The Houthis say that they attacked an ""important target"" in Saudi Arabia 's capital, Riyadh , using a ballistic missile and drones . A spokesman for the movement confirmed the attack without explaining, while there was no comment from the Saudi side. (Reuters)","Congo, Mali, Saudi Arabia, Somalia",2020-09-10,True
